nombre,gender,region_id,region_name,percentage,unidad,persons,region_type,parent_region_name
ANTONIO,Male,1161,Morón de la Frontera,63.182,‰,,municipio,
ANTONIO,Male,1162,"Navas de la Concepción, Las",84.881,‰,,municipio,
ANTONIO,Male,1163,Palomares del Río,43.178,‰,,municipio,
ANTONIO,Male,1164,"Pedroso, El",73.359,‰,,municipio,
ANTONIO,Male,1165,"Puebla de Cazalla, La",69.643,‰,,municipio,
ANTONIO,Male,1166,"Puebla del Río, La",55.775,‰,,municipio,
ANTONIO,Male,1167,"Rinconada, La",50.446,‰,,municipio,
ANTONIO,Male,1168,"Roda de Andalucía, La",52.199,‰,,municipio,
ANTONIO,Male,1169,San Juan de Aznalfarache,43.81,‰,,municipio,
ANTONIO,Male,1170,San Nicolás del Puerto,55.375,‰,,municipio,
ANTONIO,Male,1171,Tomares,33.28,‰,419.0,municipio,Sevilla
ANTONIO,Male,1172,Utrera,56.174,‰,1449.0,municipio,Sevilla
ANTONIO,Male,1173,Valencina de la Concepción,45.271,‰,,municipio,
ANTONIO,Male,1174,Villanueva del Ariscal,41.704,‰,,municipio,
ANTONIO,Male,1175,Villanueva de San Juan,118.812,‰,,municipio,
ANTONIO,Male,1176,"Viso del Alcor, El",46.769,‰,,municipio,
ANTONIO,Male,1177,Isla Mayor,43.071,‰,,municipio,
ANTONIO,Male,1184,Almarza,17.241,‰,,municipio,"Soria, La Rioja"
ANTONIO,Male,1187,Arcos de Jalón,22.872,‰,,municipio,
ANTONIO,Male,1191,Berlanga de Duero,18.433,‰,,municipio,
ANTONIO,Male,1194,Burgo de Osma-Ciudad de Osma,18.189,‰,,municipio,
ANTONIO,Male,1209,Estella-Lizarra,8.187,‰,57.0,municipio,Navarra
ANTONIO,Male,1210,Esteribar,8.713,‰,13.0,municipio,Navarra
ANTONIO,Male,1213,Ezcabarte,6.141,‰,6.0,municipio,Navarra
ANTONIO,Male,1216,Falces,11.58,‰,14.0,municipio,Navarra
ANTONIO,Male,1217,Fitero,8.921,‰,10.0,municipio,Navarra
ANTONIO,Male,1219,Funes,4.283,‰,6.0,municipio,Navarra
ANTONIO,Male,1220,Fustiñana,9.031,‰,11.0,municipio,Navarra
ANTONIO,Male,1221,Galar,11.457,‰,14.0,municipio,Navarra
ANTONIO,Male,1228,"Victoria de Acentejo, La",10.804,‰,,municipio,
ANTONIO,Male,1229,Ampuero,15.569,‰,35.0,municipio,Cantabria
ANTONIO,Male,1230,Arenas de Iguña,13.559,‰,,municipio,
ANTONIO,Male,1232,Bárcena de Cicero,8.203,‰,,municipio,
ANTONIO,Male,1233,Bárcena de Pie de Concha,29.24,‰,,municipio,
ANTONIO,Male,1234,Cabuérniga,15.209,‰,8.0,municipio,Cantabria
