Nombre,Frecuencia,Edad Media (*),Gender
AINOHA,1587,20.1,Female
MARTA ISABEL,1585,44.9,Female
MARIA LIDIA,1584,57.7,Female
NOOR,1577,10.2,Female
STEFANIA,1577,34.6,Female
MARIA ANDREA,1574,48.0,Female
WIAM,1574,11.3,Female
DIVINA,1566,68.6,Female
ASMA,1564,28.7,Female
MARITZA,1559,50.5,Female
GINESA,1558,65.8,Female
MARIA ARANTZAZU,1558,54.1,Female
GUMERSINDA,1555,74.1,Female
SANAA,1555,33.7,Female
XIOMARA,1554,30.6,Female
SABAH,1553,35.0,Female
ANA JESUS,1548,55.4,Female
FADOUA,1546,32.7,Female
ROSA DELIA,1544,54.3,Female
SARA ISABEL,1544,37.3,Female
FE,1538,72.9,Female
JULITA,1538,72.6,Female
ANTONINA,1537,67.2,Female
FADMA,1535,57.6,Female
AURORA MARIA,1534,45.0,Female
MARIA FELICIDAD,1534,61.6,Female
SOPHIA,1532,12.0,Female
ATENEA,1531,11.4,Female
EUFEMIA,1530,74.0,Female
DENISE,1528,36.4,Female
FLAVIA,1527,26.6,Female
ANA LAURA,1522,35.6,Female
INDARA,1522,9.2,Female
BELLA,1517,39.6,Female
ILEANA,1514,49.7,Female
MARIA CORAL,1514,52.0,Female
VALERIANA,1512,74.2,Female
GIOVANNA,1507,35.4,Female
AHLAM,1506,21.0,Female
CARMEN ROCIO,1505,34.9,Female
FABIANA,1501,46.4,Female
LINDA,1500,47.1,Female
AINHARA,1498,10.7,Female
NATALIIA,1498,42.0,Female
CONSTANTINA,1497,70.8,Female
AGATA,1495,28.1,Female
HILARIA,1493,73.7,Female
CARMEN GLORIA,1491,54.8,Female
TETIANA,1490,42.1,Female
FATOU,1483,31.0,Female
MARIA LETICIA,1478,45.9,Female
MARIA PETRA,1477,66.4,Female
MARIEM,1476,28.5,Female
SEILA,1475,34.9,Female
PURA,1471,72.8,Female
ANA MERCEDES,1470,51.2,Female
CASIMIRA,1465,74.1,Female
LILIA,1461,39.7,Female
MARIA GORETTI,1461,46.8,Female
RUTH MARIA,1461,42.2,Female
ALEGRIA,1459,37.8,Female
CORNELIA,1456,53.2,Female
ENEDINA,1455,73.3,Female
ROGELIA,1454,72.9,Female
PENELOPE,1448,34.0,Female
TANIA MARIA,1448,35.0,Female
ZAINAB,1447,15.7,Female
VALLE,1446,39.8,Female
ARIADNE,1442,11.1,Female
DOMITILA,1441,73.1,Female
HILDA,1437,58.4,Female
LIUDMILA,1435,54.3,Female
SOFIA MARIA,1434,16.5,Female
MARIA CRISTO,1433,50.8,Female
MARIA TRANSITO,1433,66.0,Female
GRACIA MARIA,1432,44.4,Female
EULOGIA,1431,72.6,Female
ELSA MARIA,1426,45.4,Female
GENEROSA,1425,74.9,Female
ASIA,1423,17.7,Female
ENMA,1421,21.9,Female
SOPHIE,1421,17.8,Female
FATIMA EZZAHRA,1420,22.8,Female
ANIA,1418,17.8,Female
LUCINDA,1415,68.9,Female
RAIMUNDA,1415,74.6,Female
CELINA,1414,54.3,Female
CUSTODIA,1411,66.9,Female
MARIA DELIA,1411,61.4,Female
CHRISTINE,1408,59.1,Female
LARISA,1407,45.7,Female
ARYA,1403,3.5,Female
JADE,1400,10.3,Female
MARIA ENRIQUETA,1400,63.4,Female
BLASA,1399,71.1,Female
OLVIDO,1398,69.4,Female
IRAIDE,1397,22.6,Female
PILAR MARIA,1397,47.0,Female
GALLA,1390,10.3,Female
CIPRIANA,1389,74.2,Female
IULIANA,1386,43.8,Female
MARIA SARA,1386,60.2,Female
DANAE,1384,15.2,Female
JOVITA,1378,69.4,Female
ISRAE,1377,7.3,Female
MARIAMA,1376,25.7,Female
IVETTE,1375,26.2,Female
MARIA HELENA,1374,49.8,Female
SUSAN,1373,58.8,Female
TASNIM,1373,5.8,Female
GRISELDA,1368,50.6,Female
MARIA ELOISA,1366,58.7,Female
CANDELAS,1359,69.3,Female
LINA MARCELA,1359,32.8,Female
MARTHA LUCIA,1359,53.5,Female
ERUNDINA,1358,75.4,Female
CLAUDINA,1356,71.1,Female
AMINATA,1355,24.6,Female
LENUTA,1355,48.6,Female
CRESCENCIA,1351,75.4,Female
GUACIMARA,1351,37.3,Female
INNA,1351,42.4,Female
MARIA NAZARET,1348,35.0,Female
LUZ ADRIANA,1345,43.1,Female
SEVERINA,1343,74.9,Female
LIVIA,1342,36.2,Female
YADIRA,1340,25.1,Female
STEPHANIE,1339,32.9,Female
ASHLEY,1338,10.2,Female
MARIA AMAYA,1335,57.0,Female
SANTA,1333,62.4,Female
ANA ROCIO,1328,36.9,Female
MARIA FLORA,1328,65.0,Female
SYLVIA,1327,49.8,Female
MAREN,1324,11.0,Female
ANASTASIIA,1323,25.7,Female
MARIA PUERTO,1319,54.0,Female
ELAIA,1318,6.9,Female
ISRAA,1318,6.4,Female
CLEMENCIA,1317,69.1,Female
NELLY,1317,50.2,Female
ALEJANDRINA,1313,66.5,Female
MARIANELA,1313,46.0,Female
KATERYNA,1308,36.9,Female
JOSEPA,1305,72.1,Female
TELMA,1305,13.6,Female
MARTA ELENA,1301,50.4,Female
MIREN JOSUNE,1301,52.9,Female
LIBRADA,1297,68.3,Female
ALEKSANDRA,1295,27.7,Female
LEOCADIA,1295,69.8,Female
ARIA,1294,4.0,Female
LIBE,1292,17.5,Female
STELLA,1290,33.2,Female
CARMEN TERESA,1288,54.8,Female
ADOLFINA,1285,68.4,Female
FATMA,1284,48.2,Female
LYUDMYLA,1284,54.1,Female
MARIA HORTENSIA,1277,64.5,Female
ANA DELIA,1276,52.2,Female
BENILDE,1276,74.2,Female
MANAR,1276,14.2,Female
NATHALIE,1275,37.8,Female
IRANTZU,1272,34.5,Female
ETELVINA,1269,73.2,Female
MARIA MONICA,1268,48.4,Female
ANA ESTHER,1267,47.8,Female
YESENIA,1267,27.4,Female
DIANA PATRICIA,1265,41.8,Female
EVELIA,1264,70.7,Female
MARIA CABEZA,1264,55.8,Female
MELANY,1262,16.5,Female
SALIHA,1261,39.8,Female
SAFAA,1260,13.2,Female
MARIA VIOLETA,1259,57.2,Female
AMERICA,1258,64.9,Female
MARIA VEGA,1257,56.8,Female
JOANA MARIA,1249,41.5,Female
MARIA ELIZABETH,1249,44.6,Female
JORDINA,1245,31.0,Female
NADA,1245,17.1,Female
YUMARA,1245,15.9,Female
FLORICA,1244,52.6,Female
NADINE,1244,27.5,Female
MARIA PATROCINIO,1243,68.6,Female
ADELA MARIA,1241,49.8,Female
MARIA NATALIA,1240,45.5,Female
CESAREA,1239,76.8,Female
ALESSIA,1236,20.0,Female
MAYRA ALEJANDRA,1236,31.4,Female
AGRIPINA,1234,73.8,Female
ELIZABET,1233,36.4,Female
SANA,1233,28.6,Female
YULIYA,1232,38.2,Female
AMADORA,1230,71.0,Female
MARIA MONTAÑA,1228,49.7,Female
LILIAN,1227,38.2,Female
MIREN NEKANE,1225,56.1,Female
AQUILINA,1221,74.1,Female
VERONIKA,1216,29.8,Female
MAGALI,1214,31.1,Female
HELEN,1212,38.4,Female
MARIA IGNACIA,1211,64.7,Female
DOMINICA,1209,71.7,Female
ITSASO,1206,27.4,Female
VASILICA,1201,48.6,Female
LLUNA,1200,12.4,Female
MARIA PUY,1200,61.3,Female
NEZHA,1198,40.7,Female
LAURA ISABEL,1197,35.9,Female
MARIA PRESENTACION,1194,69.8,Female
CHAYMAE,1193,19.8,Female
MARIA ELSA,1192,60.3,Female
MARIA JESUSA,1192,68.4,Female
DEMETRIA,1187,74.5,Female
FEDERICA,1187,37.4,Female
CARMINA,1185,50.0,Female
ROSA CARMEN,1184,59.0,Female
DORINA,1181,50.4,Female
OLGA LUCIA,1180,49.4,Female
PINO,1178,69.9,Female
GADEA,1177,12.1,Female
MELODY,1177,22.4,Female
HASNAE,1175,30.8,Female
LEIA,1175,6.8,Female
ALIA,1173,25.4,Female
MARIA OLVIDO,1173,65.7,Female
ALLA,1170,49.4,Female
ANA GABRIELA,1169,30.1,Female
AVRIL,1168,10.2,Female
MARINELA,1167,43.2,Female
DALILA,1165,35.8,Female
UDANE,1164,12.0,Female
JUANA ANTONIA,1163,64.8,Female
SHAILA,1162,18.4,Female
MARIA ADELAIDA,1158,58.2,Female
MARIA IZASKUN,1153,59.6,Female
CARMEN NIEVES,1151,56.2,Female
CEFERINA,1150,73.5,Female
MOUNIA,1150,35.3,Female
NAYELI,1150,10.4,Female
CASANDRA,1148,27.7,Female
EVELIN,1148,30.1,Female
JESSICA MARIA,1148,32.5,Female
NAZIHA,1148,45.4,Female
HERMELINDA,1147,67.0,Female
ANA VANESSA,1145,40.4,Female
MAROUA,1143,12.9,Female
FATIMA MARIA,1140,37.4,Female
DOUAE,1136,12.1,Female
MARIA DESIREE,1134,41.5,Female
CINTHIA,1133,25.4,Female
JUANA ROSA,1131,60.6,Female
CORA,1130,18.8,Female
AINHIZE,1129,15.6,Female
DUNA,1129,13.2,Female
MARIA CASTILLO,1129,55.6,Female
ROSALBA,1129,54.9,Female
FELICITA,1128,70.8,Female
KIRA,1128,15.0,Female
NAZARETH,1126,22.7,Female
RITAJ,1126,4.4,Female
RKIA,1126,50.4,Female
NAWAL,1124,29.3,Female
MARIA FLORENTINA,1123,63.2,Female
MAYTE,1123,32.0,Female
ROBERTA,1122,41.9,Female
CRISTINA ISABEL,1121,39.5,Female
HANAE,1121,21.2,Female
NAILA,1121,17.1,Female
ANA JULIA,1119,45.0,Female
FLORINA,1118,42.0,Female
MABEL,1117,38.5,Female
MARIA ESTEFANIA,1116,40.9,Female
VANESA MARIA,1116,39.1,Female
ANGELES MARIA,1115,49.7,Female
HIDAYA,1115,5.2,Female
XIMENA,1115,24.5,Female
LEANDRA,1114,63.5,Female
JOHANA,1110,26.1,Female
NADIYA,1110,52.0,Female
AYLA,1107,10.2,Female
DULCENOMBRE,1105,65.1,Female
MARIA ANTONIETA,1104,56.5,Female
ELNA,1103,6.9,Female
JUANITA,1103,60.4,Female
LUANA,1100,20.4,Female
MARIA ESTIBALIZ,1100,51.9,Female
LUMINITA,1099,46.2,Female
CLARA EUGENIA,1089,50.0,Female
NIEVES MARIA,1089,49.9,Female
VALENTYNA,1089,55.6,Female
ALEXANDRA MARIA,1088,26.4,Female
JUNCAL,1087,30.7,Female
ATIKA,1086,40.1,Female
MARIA HERMINIA,1086,61.9,Female
ELEUTERIA,1085,75.1,Female
ESTRELLA MARIA,1084,41.3,Female
WISSAL,1084,13.1,Female
ANA CECILIA,1083,46.6,Female
CRUZ,1082,64.9,Female
YAMNA,1082,50.7,Female
VIRGINIA MARIA,1080,42.0,Female
CAROLINE,1078,37.9,Female
SALOUA,1078,33.6,Female
CARMEN ELENA,1076,48.8,Female
MARY,1076,53.0,Female
JAQUELINE,1074,35.2,Female
SAFIA,1074,36.4,Female
TALIA,1071,24.0,Female
LLUISA,1070,64.2,Female
FATIMA ZAHRAE,1069,22.0,Female
REBECCA,1066,27.4,Female
DANIA,1065,20.3,Female
DORIS,1057,53.8,Female
MIREN KARMELE,1057,58.3,Female
VICTORIA MARIA,1057,37.0,Female
LISA,1055,28.3,Female
MARIA JUNCAL,1054,58.7,Female
RICARDA,1054,74.0,Female
MARIA VALENTINA,1053,34.1,Female
MARIA FUENCISLA,1052,63.6,Female
ZAKIA,1050,37.2,Female
MARCIANA,1048,73.5,Female
FANNY,1044,47.2,Female
LUZ DARY,1043,55.0,Female
YANET,1043,34.4,Female
NORAH,1042,13.7,Female
NAHIKARI,1039,22.2,Female
CARMEN ISABEL,1037,51.2,Female
ANAHI,1036,20.2,Female
JANIRA,1035,22.8,Female
MARIA ASSUMPCIO,1034,65.1,Female
AGURTZANE,1032,48.7,Female
ALBERTA,1032,69.7,Female
AMOR,1032,57.3,Female
AROHA,1032,18.3,Female
MARIA ADELINA,1032,60.5,Female
MARIA ARGENTINA,1029,68.0,Female
OMAIMA,1029,15.6,Female
ALAE,1027,8.0,Female
SILVINA,1027,66.8,Female
ELEONORA,1026,37.8,Female
MARIA SEÑOR,1026,61.0,Female
FUENCISLA,1023,66.2,Female
LARA MARIA,1022,32.5,Female
AYLEN,1020,6.5,Female
SOUMAYA,1020,31.6,Female
OXANA,1019,43.5,Female
NARA,1018,10.3,Female
GUIOMAR,1017,31.8,Female
VERONICA MARIA,1015,38.9,Female
WENDY,1015,36.4,Female
IZAR,1014,11.6,Female
JENNY,1014,41.5,Female
NURIA ESTHER,1014,46.1,Female
REMEI,1012,65.0,Female
CAROLA,1009,31.7,Female
MAIRA,1009,28.5,Female
LUCIA CARMEN,1003,34.6,Female
VIKTORIIA,1002,30.8,Female
LAUREANA,1001,71.2,Female
HELIODORA,999,75.6,Female
IXONE,997,23.5,Female
AIALA,996,12.9,Female
LIUBOV,996,52.5,Female
MARIA REGINA,996,59.8,Female
MELINA,996,27.8,Female
OUAFAE,995,34.8,Female
KENIA,994,24.9,Female
MOUNA,993,33.0,Female
YVONNE,993,49.8,Female
EPIFANIA,992,69.6,Female
NATASHA,992,20.5,Female
AUXILIADORA,990,52.7,Female
JARE,988,6.7,Female
MARIA AGUILA,987,54.8,Female
MARYNA,987,39.7,Female
AIXA,986,23.2,Female
ERMITAS,984,74.5,Female
CAMINO,983,34.9,Female
DEVA,980,10.2,Female
ELIDA,980,65.1,Female
MARIA BERTA,978,64.0,Female
MARIA DANIELA,977,32.9,Female
LUZ STELLA,975,53.9,Female
YAMILA,975,31.9,Female
ANA MARGARITA,972,52.3,Female
CARMEN LUISA,972,55.6,Female
JACOBA,972,68.7,Female
MIMOUNT,972,56.9,Female
LEONARDA,970,68.0,Female
AMY,967,18.4,Female
REGLA,966,63.4,Female
ROCIO CARMEN,964,36.1,Female
GLORIA ESTHER,961,52.1,Female
ESTELA MARIA,960,36.8,Female
ANDREA CAROLINA,958,29.4,Female
CATHAYSA,958,29.5,Female
MONTSE,957,49.5,Female
MARIA NELIDA,955,62.3,Female
ANA ELENA,951,44.7,Female
DOUAA,950,11.7,Female
CAROL,948,38.0,Female
MARGARET,948,63.0,Female
BEATRIZ ELENA,947,49.0,Female
CELEDONIA,947,73.2,Female
LOIDA,946,36.7,Female
ALANA,945,9.9,Female
ANA GLORIA,945,51.6,Female
AIDA MARIA,944,39.9,Female
BAHIJA,942,41.2,Female
GISELLE,942,18.8,Female
DULCE NOMBRE,941,61.7,Female
CHARLOTTE,940,20.2,Female
EDITA,940,61.6,Female
LUZ ELENA,940,51.7,Female
NIHAD,940,16.6,Female
VINYET,940,14.3,Female
ARWA,939,6.8,Female
CHAIMAA,938,20.1,Female
DOHA,937,11.8,Female
EMILIA MARIA,937,50.7,Female
GEORGIANA,935,33.1,Female
ISONA,935,8.9,Female
LYUBOV,935,55.7,Female
DOINA,934,49.6,Female
GLORIA PATRICIA,934,49.8,Female
DOLORES CARMEN,933,60.9,Female
EMMA MARIA,932,35.4,Female
ANA JOSE,931,49.2,Female
GALYNA,930,53.9,Female
HADDA,929,51.4,Female
VICENTA MARIA,929,59.8,Female
MIREN ITZIAR,925,58.0,Female
VANESSA MARIA,925,38.8,Female
IVANNA,923,27.0,Female
JULENE,923,22.6,Female
AIORA,922,17.2,Female
NAYLA,922,9.2,Female
SERENA,919,26.1,Female
ZARA,919,23.8,Female
CARMEN LUCIA,918,37.1,Female
PEREGRINA,915,73.0,Female
MARIA AURELIA,914,61.3,Female
IARA,912,14.5,Female
MARIA NOEMI,912,47.6,Female
ALBA LUCIA,911,39.5,Female
NATHALIA,911,23.7,Female
ARMINDA,910,53.4,Female
BONIFACIA,910,76.5,Female
ROCIO PILAR,909,42.9,Female
VIKTORIYA,908,38.1,Female
FAIZA,907,33.8,Female
AWA,906,25.2,Female
MARIA DELFINA,906,63.5,Female
ISABEL CARMEN,905,51.0,Female
JULIE,905,45.3,Female
ROSA ELVIRA,905,56.1,Female
BELEN MARIA,904,36.5,Female
RAJAE,904,32.7,Female
NAJIA,902,43.9,Female
ANTOLINA,901,72.7,Female
ARABIA,901,13.1,Female
YANA,900,29.8,Female
ZENAIDA,900,45.6,Female
CARMEN BELEN,899,41.5,Female
CHANTAL,899,36.5,Female
MILA,897,16.7,Female
ANE MIREN,896,46.6,Female
COLOMA,895,61.1,Female
MILAGRO,895,67.6,Female
HANNAH,894,16.9,Female
ALENA,893,34.9,Female
TAMAR,893,35.3,Female
ANA MILENA,892,44.4,Female
FIONA,892,20.6,Female
NEMESIA,892,75.4,Female
LAIDA,889,19.4,Female
SAFA,889,11.0,Female
BRIGITTE,888,54.5,Female
TERESITA,888,64.0,Female
MARIA BENITA,887,64.0,Female
NISRINE,887,23.1,Female
JUANA TERESA,886,62.7,Female
POLINA,885,24.8,Female
ANISOARA,884,47.7,Female
DOSINDA,884,75.1,Female
VILMA,883,46.2,Female
MARIA RAFAELA,881,60.4,Female
ORIANA,881,16.4,Female
MAURA,879,57.0,Female
MIMOUNA,879,50.8,Female
JOSEFA ANTONIA,877,67.2,Female
NIDIA,877,39.0,Female
MAJDA,876,30.1,Female
NASSIRA,875,35.8,Female
OLEKSANDRA,875,39.8,Female
GAIA,874,11.1,Female
MARIA ISOLINA,874,66.3,Female
ZIORTZA,874,34.9,Female
LEONIDES,871,76.6,Female
YENIFER,871,30.1,Female
DANIELA ALEJANDRA,870,24.7,Female
GERALDINE,870,32.3,Female
IVONNE,869,37.7,Female
LLANOS,869,58.1,Female
MARIOARA,869,53.8,Female
MARIA REGLA,867,54.8,Female
MILOUDA,867,47.3,Female
EVARISTA,866,74.4,Female
MERCEDES MARIA,866,49.1,Female
ELENA ISABEL,864,43.0,Female
ALISON,863,24.6,Female
KEYLA,861,9.4,Female
LUDIVINA,860,71.2,Female
HELGA,859,47.4,Female
NATACHA,858,31.5,Female
CHAIMA,857,16.9,Female
CAROLINA MARIA,856,36.9,Female
SHEILA MARIA,856,29.1,Female
CLARISA,855,63.3,Female
HARIDIAN,855,23.6,Female
JEZABEL,852,35.1,Female
ELVA,850,52.0,Female
LEYLA,850,16.8,Female
MARIA PEÑA,847,56.7,Female
CONCEPCION MARIA,846,56.1,Female
MARIA LIDON,845,55.1,Female
IULIIA,843,36.2,Female
KHADDOUJ,843,55.7,Female
MARCIA,843,45.9,Female
UMA,842,9.5,Female
DANIELA MARIA,841,22.6,Female
FRANCINA,841,39.1,Female
GABINA,841,74.0,Female
FULGENCIA,840,72.1,Female
MARIA GRACIELA,836,52.8,Female
MARIA CLAUDIA,835,45.0,Female
LARYSA,834,54.0,Female
NAHIARA,834,12.7,Female
JUANA ISABEL,832,55.6,Female
GABRIELLA,831,27.3,Female
PAULE,831,10.3,Female
MARIA OFELIA,829,63.8,Female
JOSEFA CARMEN,825,63.9,Female
AGATHA,824,15.5,Female
MARIA FILOMENA,823,63.4,Female
CONCHA,822,60.6,Female
KARMELE,822,53.1,Female
MONICA PATRICIA,822,46.9,Female
MARIA ASSUMPTA,821,61.9,Female
YAIZA MARIA,821,31.5,Female
GLORIA INES,820,56.1,Female
ANALIA,817,28.2,Female
ECATERINA,817,46.8,Female
LETICIA MARIA,817,38.0,Female
PRAXEDES,817,71.5,Female
LAUDELINA,816,74.7,Female
MARIÑA,813,15.5,Female
KHAOULA,812,21.7,Female
MARIE,810,44.7,Female
NISRIN,810,14.8,Female
PEPITA,810,74.7,Female
SELMA,810,23.9,Female
LOREDANA,809,37.8,Female
HIPOLITA,808,74.4,Female
MAGDA,808,52.0,Female
QUITERIA,805,68.9,Female
DACIL,804,34.2,Female
ISIS,804,23.4,Female
ANA FRANCISCA,803,53.6,Female
EVELINA,803,36.1,Female
ALTAGRACIA,802,53.9,Female
JING,796,35.6,Female
PROVIDENCIA,796,69.6,Female
YOUSSRA,796,19.1,Female
CATALEYA,793,2.8,Female
AISSATOU,792,26.9,Female
ALBA ROCIO,792,27.4,Female
DULCE NOMBRE MARIA,791,50.5,Female
SHARON,789,34.9,Female
ZOILA,789,57.0,Female
ADELIA,788,66.5,Female
DULCE,788,46.0,Female
VANIA,788,23.9,Female
NIRA,787,15.4,Female
ROSA PILAR,786,57.4,Female
HAWA,785,22.3,Female
RABAB,785,20.3,Female
RADIA,785,42.8,Female
SIMONE,784,42.9,Female
MARIA GREGORIA,782,64.7,Female
IRACHE,781,30.9,Female
OMAIRA,780,38.7,Female
NAJOUA,779,30.5,Female
SETEFILLA,778,54.6,Female
ZOULIKHA,777,48.0,Female
FELICISIMA,775,76.4,Female
HIGINIA,775,74.2,Female
KIMBERLY,775,18.2,Female
SOUHAILA,775,24.1,Female
VALERIE,775,43.7,Female
JOAQUIMA,774,75.8,Female
DANNA,773,9.8,Female
YANIRE,773,21.5,Female
LARRAITZ,771,34.2,Female
VIVIAN,771,40.3,Female
SHIRLEY,769,45.5,Female
ESCOLASTICA,767,73.9,Female
IZARBE,767,12.8,Female
ANISSA,766,37.6,Female
EUNICE,766,39.3,Female
NUR,765,11.5,Female
KENZA,763,29.8,Female
LAURENTINA,761,76.5,Female
IGONE,760,42.1,Female
KAROLINA,760,24.2,Female
KEILA,759,21.6,Female
DARA,758,16.3,Female
MARIA PIA,758,44.9,Female
DELIA MARIA,757,42.0,Female
TRANSITO,756,70.1,Female
LAURA CRISTINA,752,34.9,Female
MARIA FELIX,751,55.3,Female
NOUHAILA,751,18.6,Female
YAN,750,37.6,Female
JOY,748,38.3,Female
MEGAN,748,10.3,Female
OUMAYMA,748,18.3,Female
YING,748,36.6,Female
RIHAB,747,11.9,Female
FRANCISCA ISABEL,746,56.3,Female
MARIA RESURRECCION,746,66.2,Female
CARMEN ROSARIO,743,54.2,Female
JANNA,743,12.8,Female
REBECA MARIA,742,30.3,Female
LEONOR MARIA,741,48.9,Female
RUBI,740,14.4,Female
ZULEIMA,740,22.0,Female
CONSOL,739,68.1,Female
RABHA,739,48.4,Female
ANA ALICIA,737,39.4,Female
JANETH,737,39.0,Female
NINO,737,38.4,Female
ANA RAQUEL,735,42.8,Female
EIRE,735,8.9,Female
ANA ROSARIO,734,50.5,Female
IONE,734,28.0,Female
MARIA ITZIAR,734,58.5,Female
ROSARIO CARMEN,734,55.2,Female
SANDRA ELIZABETH,734,45.8,Female
GLORIA ISABEL,733,51.4,Female
LUR,732,10.6,Female
MARIA AVELINA,732,64.8,Female
MATILDA,732,11.7,Female
ELAINE,731,47.1,Female
AHINARA,730,12.9,Female
INSAF,730,12.6,Female
PAQUITA,730,70.7,Female
FLOR,729,51.2,Female
ILENIA,729,23.3,Female
KARIN,729,57.4,Female
BARBARA MARIA,727,42.1,Female
SULAMITA,726,19.1,Female
SUHAILA,724,8.3,Female
JASMINA,723,30.2,Female
MARIA EVANGELINA,723,64.3,Female
TANIT,723,14.9,Female
JAZMIN,722,22.8,Female
IRAIDA,721,31.6,Female
ARIANNE,720,19.6,Female
BADIA,720,43.2,Female
HERMENEGILDA,719,73.4,Female
MAHJOUBA,719,50.4,Female
MARIA CANDIDA,719,63.4,Female
MARIETA,719,29.7,Female
JUANA DOLORES,718,61.4,Female
MARIA ILUMINADA,718,59.9,Female
MIGUELINA,718,57.4,Female
ROSINA,717,67.7,Female
MARY LUZ,716,48.0,Female
ROSANNA,716,43.3,Female
SHEREZADE,716,22.3,Female
NOHA,715,9.2,Female
ROSA BLANCA,715,59.5,Female
MARIA ELIA,714,59.1,Female
PEPA,714,27.2,Female
ANAMARIA,713,32.8,Female
BERTA MARIA,713,49.9,Female
JUANA ANA,713,67.9,Female
ICIA,712,11.3,Female
KATERINA,711,26.4,Female
MYRIAN,708,40.5,Female
AHINOA,707,19.9,Female
ATHENEA,707,11.4,Female
MANUELA MARIA,707,52.8,Female
HONORINA,706,75.1,Female
HUMILDAD,706,72.5,Female
MARIA FABIOLA,705,52.4,Female
MARIA SACRAMENTO,705,62.6,Female
MARIANA JESUS,704,56.4,Female
ANA LUZ,702,48.1,Female
ILDEFONSA,702,72.4,Female
ARAITZ,700,18.3,Female
ELIZAVETA,700,22.4,Female
NELA,700,30.7,Female
KELLY,699,29.6,Female
BEATRICE,698,34.9,Female
STELA,698,42.9,Female
ALINE,696,33.2,Female
MARIA OTILIA,696,66.2,Female
MARIA REBECA,695,42.1,Female
MARLENY,695,52.0,Female
OMAYMA,694,15.8,Female
ALAA,693,8.0,Female
MARIA IDOYA,693,54.9,Female
SALWA,693,20.1,Female
MARGOT,692,36.2,Female
MARIA TERESA JESUS,691,64.8,Female
MARIA TISCAR,689,55.9,Female
CARMEN VICTORIA,688,46.0,Female
ANASTASIYA,687,29.1,Female
ARAN,686,10.2,Female
CARMEN JULIA,685,51.4,Female
RAISA,684,41.5,Female
ELISABETA,683,49.4,Female
ROSMERY,683,41.8,Female
MARIA GADOR,680,55.4,Female
AYESHA,679,19.4,Female
LIDE,679,22.7,Female
MARIANNA,679,36.3,Female
TERESA CARMEN,679,55.0,Female
AMELIE,678,10.9,Female
NAIALA,678,12.1,Female
NATALIE,678,29.6,Female
SARAYMA,678,3.4,Female
MARIA ENCINA,677,55.5,Female
AGAPITA,676,78.0,Female
MARIA GERTRUDIS,673,59.8,Female
ZOUBIDA,672,49.2,Female
LEONCIA,671,75.8,Female
LIUDMYLA,671,49.6,Female
NICULINA,671,53.3,Female
CHRISTINA,670,42.0,Female
IMELDA,670,60.9,Female
LAURA SOFIA,669,17.3,Female
MARILUZ,669,45.2,Female
URBANA,669,74.8,Female
MARIA GENOVEVA,667,58.8,Female
CONCHITA,666,69.2,Female
STELLA MARIS,666,57.7,Female
LLUCIA,665,28.9,Female
WAFAE,665,27.5,Female
ALISA,664,17.7,Female
FLOAREA,664,55.9,Female
MARIA TAMARA,664,39.9,Female
ROMANA,664,68.6,Female
LILA,662,20.4,Female
SEVERIANA,662,75.0,Female
MARIA CONCEPCIO,660,67.0,Female
LILIYA,659,45.2,Female
GENARA,658,73.8,Female
ERIKA MARIA,657,29.8,Female
ERIN,657,9.9,Female
GUILLERMA,657,71.2,Female
LILI,657,36.8,Female
LUZ MARY,657,54.4,Female
YULIIA,656,32.0,Female
MARIA ALTAGRACIA,652,50.6,Female
PALOMA MARIA,652,40.6,Female
ANA KARINA,651,36.5,Female
GHITA,651,31.6,Female
IRANZU,650,28.5,Female
LAMIA,650,28.2,Female
MARYEM,650,23.7,Female
CLEMENTA,649,70.8,Female
SANDRA ISABEL,649,42.0,Female
AMALIA MARIA,648,41.7,Female
MADALINA,648,32.2,Female
ELENA CRISTINA,647,37.8,Female
HANA,647,23.0,Female
MARIA CELINA,647,62.5,Female
MIRARI,647,33.7,Female
YOHANA,647,28.3,Female
ELODIA,646,67.3,Female
ELVIRA MARIA,646,48.4,Female
GABRIELA ALEJANDRA,646,29.5,Female
HELENE,646,30.9,Female
MIREN ITXASO,646,48.2,Female
MARIA CORTES,645,47.2,Female
NATALYA,641,47.0,Female
SEFORA,641,23.5,Female
LAMIAE,640,29.5,Female
ANNE MARIE,639,59.8,Female
RACHEL,638,32.0,Female
YOSRA,638,15.5,Female
IOLANDA,635,46.1,Female
MARIA DIVINA,635,67.8,Female
MARIA OBDULIA,634,64.4,Female
FRANCISCA ROSA,633,60.0,Female
SAKINA,633,37.9,Female
SHAKIRA,632,17.7,Female
AGUEDA MARIA,631,44.1,Female
JEMAA,631,49.9,Female
MARIA ROSALIA,631,62.6,Female
TINA,631,37.2,Female
XINYI,631,15.0,Female
LEAH,629,10.5,Female
ELIANE,628,43.4,Female
JOSEFA DOLORES,628,64.4,Female
MARILYN,628,48.7,Female
ANA MARTA,627,47.8,Female
MARIA RUTH,627,49.9,Female
IULIA,626,35.9,Female
MAIKA,626,22.5,Female
MARIA BELLA,626,55.0,Female
MARIA MICAELA,626,52.5,Female
MARIA MONTE,626,51.9,Female
ILONA,625,38.4,Female
FIRDAOUS,624,11.0,Female
JACKELINE,623,38.3,Female
DAIRA,622,11.6,Female
LUDMILA,621,43.1,Female
MARIA DIGNA,621,66.6,Female
