Nombre,Frecuencia,Edad Media (*),Gender
JOSE ROBERTO,1962,49.9,Male
JUAN FELIPE,1961,38.1,Male
ELIAN,1959,6.9,Male
SEBASTIA,1959,48.0,Male
BLAI,1954,18.2,Male
EKAIN,1952,14.5,Male
CARLOS FRANCISCO,1948,47.0,Male
JOSE SALVADOR,1948,55.4,Male
ANER,1944,12.1,Male
MANUEL RAMON,1941,56.1,Male
ANGEL MIGUEL,1940,50.7,Male
VASYL,1936,47.7,Male
DANIEL JESUS,1926,33.1,Male
JOSE PASCUAL,1922,54.5,Male
ANTOLIN,1910,64.7,Male
ARON,1902,12.8,Male
NARCIS,1902,50.7,Male
ANTONIO CARLOS,1901,49.3,Male
ANTONIO JUAN,1898,53.1,Male
ANIOL,1897,13.2,Male
STEFANO,1894,38.5,Male
ALEJANDRO MANUEL,1890,32.7,Male
PABLO JESUS,1886,38.1,Male
ALFONSO JOSE,1884,46.0,Male
AMADOU,1881,35.3,Male
WENCESLAO,1877,59.0,Male
PABLO MANUEL,1874,38.3,Male
PATRICK,1873,34.1,Male
HONORIO,1872,68.5,Male
BOSCO,1868,9.1,Male
SANDRO,1847,25.4,Male
SANTIAGO JOSE,1846,40.5,Male
MOUSTAPHA,1844,38.9,Male
BENEDICTO,1841,68.3,Male
VIKTOR,1841,41.8,Male
PAOLO,1831,39.2,Male
DIEGO MANUEL,1830,39.6,Male
FERNANDO JESUS,1830,45.3,Male
GUZMAN,1826,34.6,Male
SILVERIO,1814,62.0,Male
ABDELHAMID,1796,43.6,Male
CELEDONIO,1796,66.7,Male
ALBINO,1790,66.6,Male
FRANCISCO VICENTE,1778,55.0,Male
DIMAS,1777,46.6,Male
JESUS RAMON,1777,53.9,Male
SERVANDO,1770,63.4,Male
EUSTAQUIO,1768,66.8,Male
EMANUEL,1746,19.2,Male
ARCADIO,1743,63.7,Male
ENRIQUE MANUEL,1743,49.3,Male
ANTONIO VICENTE,1734,55.2,Male
AMETS,1733,8.7,Male
JESUS JOSE,1730,56.9,Male
JUAN DOMINGO,1727,54.7,Male
MATEU,1726,26.8,Male
ADAMA,1722,33.6,Male
ANGEL JAVIER,1722,47.2,Male
MANUEL VICENTE,1718,54.5,Male
FLORIAN,1712,54.8,Male
GIL,1711,45.8,Male
OLEGARIO,1710,67.4,Male
YASSIR,1710,13.5,Male
JUAN MARTIN,1702,44.6,Male
ENOL,1701,12.9,Male
AMADO,1700,64.1,Male
JOSHUA,1699,25.5,Male
JOSE SANTIAGO,1693,54.1,Male
JESUS IGNACIO,1691,52.4,Male
YASSER,1689,12.0,Male
FRANCISCO RAFAEL,1688,49.0,Male
DANTE,1684,10.9,Male
NICASIO,1684,67.5,Male
LUIS RAMON,1681,54.7,Male
FRANCISCO DANIEL,1679,38.3,Male
MOUAD,1669,18.0,Male
ARGIMIRO,1667,69.5,Male
OLEG,1665,43.9,Male
KOLDO,1664,35.2,Male
ZACARIAS,1656,56.2,Male
ANDRES JESUS,1655,41.8,Male
NAIM,1651,13.5,Male
MANUEL FERNANDO,1649,52.5,Male
ANDRIY,1645,40.2,Male
FRANK,1643,40.3,Male
JOSE IVAN,1641,39.6,Male
MIQUEL ANGEL,1635,40.7,Male
MICHEL,1634,37.8,Male
ANTONIO RAFAEL,1632,50.0,Male
LUIS DANIEL,1632,34.2,Male
MARÇAL,1631,22.4,Male
JESUS CARLOS,1620,53.2,Male
FRANCISCO JUAN,1618,54.0,Male
MANUEL ALBERTO,1617,47.1,Male
BARTOMEU,1616,44.3,Male
EPIFANIO,1613,68.0,Male
DANIEL JOSE,1612,36.5,Male
ABDELHADI,1608,41.7,Male
ROLANDO,1608,49.6,Male
DAVID ALEJANDRO,1602,26.7,Male
PABLO JAVIER,1600,38.7,Male
AMANCIO,1599,63.5,Male
DAVID JOSE,1596,38.6,Male
ALBERTO MANUEL,1595,44.0,Male
PAULO,1594,31.2,Male
CHEIKH,1588,41.1,Male
JOSE JORGE,1588,52.9,Male
MAXIM,1587,21.1,Male
WALTER,1587,49.4,Male
JUAN MARCOS,1585,44.2,Male
OSCAR JAVIER,1585,43.9,Male
ANGELO,1577,33.2,Male
FERNANDO LUIS,1572,54.5,Male
DONATO,1571,66.2,Male
ISSAM,1568,25.6,Male
JUAN AGUSTIN,1568,55.4,Male
ENRIQUE JAVIER,1566,48.1,Male
DENNIS,1563,25.7,Male
DAN,1562,34.5,Male
JUSTINO,1562,68.4,Male
JOSE GUILLERMO,1560,49.8,Male
BALBINO,1558,66.5,Male
JAMES,1555,47.6,Male
ABILIO,1554,67.6,Male
BADR,1552,19.5,Male
JOSE EUGENIO,1551,55.8,Male
JORDAN,1549,21.9,Male
JOAN CARLES,1540,49.0,Male
ANTONINO,1533,64.7,Male
PAVEL,1532,39.5,Male
SOUFIAN,1529,22.8,Male
LUIS VICENTE,1527,53.4,Male
MIGUEL JESUS,1523,43.6,Male
COSME,1522,52.4,Male
DIEGO ANTONIO,1521,39.7,Male
PEIO,1521,16.6,Male
SERGIO MANUEL,1521,39.7,Male
ALFONSO CARLOS,1520,56.6,Male
FERNANDO ANTONIO,1519,49.0,Male
JOSE MARIO,1518,50.3,Male
REMIGIO,1518,65.9,Male
MEHDI,1515,27.2,Male
CRISTOFER,1511,26.9,Male
VICTORIO,1505,67.3,Male
BUENAVENTURA,1503,64.4,Male
KEPA,1501,38.2,Male
JESUS ENRIQUE,1500,45.5,Male
STEVEN,1500,30.2,Male
COSTEL,1495,45.4,Male
RAFEL,1493,43.8,Male
ANGEL GABRIEL,1491,32.2,Male
ADNAN,1489,24.0,Male
FRANCISCO ANGEL,1489,51.3,Male
JORGE ANDRES,1489,36.2,Male
GUILLERMO JOSE,1486,40.2,Male
MYKOLA,1484,47.3,Male
OTMAN,1484,27.3,Male
LUKAS,1481,12.4,Male
MANUEL CARLOS,1479,53.8,Male
ALBERTO JESUS,1473,41.8,Male
FACUNDO,1468,48.5,Male
SALIM,1468,21.5,Male
JOAN JOSEP,1459,50.5,Male
MIGUEL MARIA,1459,57.1,Male
JAVIER ANTONIO,1452,44.6,Male
EDWIN,1451,39.2,Male
LAMINE,1450,34.4,Male
JESUS LUIS,1448,58.2,Male
MANUEL DAVID,1448,37.8,Male
EL MOSTAFA,1447,48.5,Male
RAMON JOSE,1446,54.1,Male
AURELIANO,1442,67.7,Male
MARIN,1440,50.8,Male
ROMUALDO,1439,61.8,Male
AMAR,1438,47.8,Male
PETRU,1438,48.1,Male
JOSE DAMIAN,1437,48.8,Male
JOSE DIEGO,1435,44.8,Male
JOSE FELIPE,1433,54.6,Male
LUKEN,1431,9.2,Male
ROBERTO JOSE,1430,43.4,Male
REDOUANE,1429,37.6,Male
JUAN EMILIO,1421,50.8,Male
ALBERTO JAVIER,1420,45.5,Male
SERGIO JOSE,1416,37.9,Male
IULIAN,1414,41.2,Male
RAYCO,1406,33.2,Male
EMIL,1405,42.6,Male
JULIO MANUEL,1403,50.4,Male
OUMAR,1402,35.8,Male
JOSEP ANTONI,1401,53.3,Male
DAVID JESUS,1400,36.5,Male
CARLOS FERNANDO,1397,46.3,Male
PERFECTO,1395,68.5,Male
SERGIO ANTONIO,1392,42.1,Male
JUAN TOMAS,1391,55.2,Male
CRESCENCIO,1390,71.7,Male
ANWAR,1389,12.8,Male
EIDEN,1389,4.5,Male
IGNACIO MARIA,1381,53.5,Male
ABDELHAKIM,1380,36.8,Male
CIRO,1379,27.1,Male
ANDRES MANUEL,1376,46.3,Male
MUSA,1375,27.3,Male
DAVIDE,1374,36.9,Male
HENRY,1367,42.8,Male
FRANCISCO ALBERTO,1366,46.5,Male
MIGUEL ALEJANDRO,1363,30.3,Male
HERIBERTO,1362,55.7,Male
JOSE JAIME,1358,52.8,Male
LARBI,1354,48.1,Male
ALEJANDRO JESUS,1351,31.6,Male
RAMON ANTONIO,1347,53.9,Male
ABDUL,1346,35.8,Male
HARITZ,1346,24.1,Male
JOSEP ORIOL,1346,44.4,Male
JOSEPH,1339,41.1,Male
NIKOLAY,1339,41.0,Male
AMALIO,1337,63.3,Male
ABDELHAFID,1336,41.3,Male
BORIS,1334,39.3,Male
DMYTRO,1334,34.7,Male
REYES,1331,57.6,Male
TIMOTEO,1331,66.7,Male
LAURENTINO,1330,69.6,Male
JOSE MARIANO,1329,55.7,Male
MOHAMED ALI,1328,20.2,Male
ALEJANDRO JAVIER,1325,34.4,Male
JEAN CARLOS,1325,26.8,Male
AHMAD,1323,29.4,Male
JESUS FERNANDO,1323,53.7,Male
MAIKEL,1323,21.6,Male
LOIS,1320,12.4,Male
JOSE ESTEBAN,1315,52.7,Male
CRISTHIAN,1313,23.5,Male
MIGUEL FRANCISCO,1312,51.4,Male
JUAN ALEJANDRO,1311,33.5,Male
MODOU,1311,39.7,Male
ADONAY,1309,10.3,Male
ARATZ,1306,14.2,Male
GEORGI,1306,40.3,Male
FRANCISCO TOMAS,1304,48.4,Male
FREDERIC,1302,50.5,Male
PEDRO ENRIQUE,1302,47.6,Male
FRANCISCO ANDRES,1299,47.6,Male
EDUARDO MANUEL,1294,46.7,Male
LISARDO,1294,58.4,Male
HARON,1293,5.4,Male
IOSU,1290,34.4,Male
DANIELE,1286,37.3,Male
JOAQUIN MANUEL,1286,50.4,Male
JORGE JAVIER,1285,40.7,Male
SAMBA,1285,37.6,Male
MASSIMO,1282,40.2,Male
PABLO ANDRES,1282,36.4,Male
DAVID MANUEL,1278,36.6,Male
FRANCO,1277,42.2,Male
ANDRES JOSE,1274,45.4,Male
REDOUAN,1271,37.0,Male
ONOFRE,1269,57.9,Male
JESUS SALVADOR,1268,53.8,Male
WILSON,1265,44.4,Male
PATXI,1263,44.9,Male
JAVIER JESUS,1262,40.5,Male
ALFONSO JAVIER,1261,46.6,Male
EUDALD,1261,29.8,Male
IYAD,1261,5.5,Male
JAVIER ALEJANDRO,1260,31.7,Male
JOSE LORENZO,1260,55.1,Male
MANUEL IGNACIO,1260,50.0,Male
NOUR EDDINE,1256,41.0,Male
XIAN,1256,11.6,Male
IHOR,1254,45.5,Male
SENEN,1253,52.7,Male
ANTONIO JOAQUIN,1251,49.2,Male
SOULEYMANE,1251,34.0,Male
JOSE RUBEN,1249,40.0,Male
JHON JAIRO,1248,40.2,Male
JUAN FELIX,1245,55.8,Male
CIRILO,1244,69.4,Male
YURIY,1244,45.4,Male
ENAITZ,1242,11.9,Male
JEAN PIERRE,1242,38.6,Male
JOSE ADRIAN,1242,30.6,Male
JOSE VICTOR,1241,51.3,Male
DANI,1240,10.8,Male
MICHELE,1240,41.2,Male
MOHAMED REDA,1240,15.2,Male
NAHUEL,1239,14.2,Male
SORIN,1239,43.5,Male
IZEI,1237,6.3,Male
YASIN,1237,16.0,Male
DANIEL ANTONIO,1234,37.1,Male
JOAQUIN JOSE,1234,52.0,Male
MARIO ALBERTO,1233,40.9,Male
PEDRO VICENTE,1232,53.9,Male
VALENTINO,1231,13.1,Male
LUIS ANDRES,1230,43.2,Male
AMABLE,1228,67.8,Male
MANUEL JAVIER,1228,49.7,Male
RAFAEL MANUEL,1226,48.3,Male
SERGEY,1226,47.6,Male
VICTOR JESUS,1226,40.8,Male
MAROUANE,1223,22.3,Male
ANGEL RAMON,1221,52.8,Male
NATALIO,1219,59.6,Male
NADIR,1218,16.4,Male
JOAN ANTONI,1216,49.1,Male
HECTOR MANUEL,1213,38.2,Male
JULIAN ANDRES,1211,33.3,Male
EFRAIN,1210,39.0,Male
FRAN,1210,9.5,Male
ANDREW,1207,38.1,Male
EMETERIO,1205,69.1,Male
GABRIEL ALEJANDRO,1205,25.4,Male
ANDREY,1204,38.2,Male
NATHAN,1203,10.9,Male
ZEUS,1203,20.6,Male
MARIO JOSE,1202,42.7,Male
EMILIO JESUS,1200,45.0,Male
MORAD,1199,28.3,Male
DAVID ANTONIO,1198,39.0,Male
EDELMIRO,1198,68.0,Male
GARIKOITZ,1198,36.0,Male
JORGE MIGUEL,1198,42.0,Male
JOSE BERNARDO,1198,55.5,Male
JEREMY,1197,17.7,Male
JOSE MARCOS,1197,48.5,Male
CRISTIAN DAVID,1196,25.4,Male
DOROTEO,1193,70.4,Male
ANTONIO ENRIQUE,1192,51.7,Male
EVELIO,1191,64.6,Male
KHALIL,1191,34.2,Male
MANEX,1191,14.8,Male
MANUEL MIGUEL,1190,52.5,Male
JAVIER IGNACIO,1188,47.8,Male
JAVIER JOSE,1188,43.4,Male
AYOZE,1186,30.7,Male
ABDOU,1183,39.2,Male
REINALDO,1182,52.8,Male
BOUBACAR,1180,35.2,Male
JESUS DANIEL,1175,35.9,Male
VICENTE RAMON,1174,57.1,Male
DOMINGO JOSE,1171,47.9,Male
BOGDAN,1168,33.2,Male
JESUS VICENTE,1168,54.6,Male
RAIMON,1168,40.1,Male
RUSLAN,1168,37.7,Male
ELIO,1166,33.3,Male
BAKARY,1164,36.5,Male
JOFRE,1164,19.4,Male
RAYANE,1160,9.6,Male
MILOUD,1159,45.6,Male
NAUZET,1157,23.9,Male
UBALDO,1156,62.7,Male
ALLAL,1155,51.4,Male
JAVIER MARIA,1153,51.2,Male
MARCIANO,1151,70.5,Male
PEDRO IGNACIO,1150,51.3,Male
CARLO,1149,34.5,Male
AMANDO,1146,63.7,Male
RIDA,1146,18.0,Male
VICTOR ANTONIO,1146,42.2,Male
ILYASS,1144,17.1,Male
JORGE EDUARDO,1144,45.4,Male
AUREL,1142,49.5,Male
VICTOR MIGUEL,1142,42.6,Male
PEDRO RAMON,1140,54.0,Male
TAREK,1138,26.3,Male
EDUARDO ANTONIO,1136,46.1,Male
DIEGO ANDRES,1134,28.0,Male
SALVATORE,1132,47.0,Male
OSCAR DAVID,1131,36.8,Male
HAKIM,1130,35.9,Male
OSCAR JOSE,1130,45.2,Male
RONALD,1128,45.6,Male
HAFID,1127,42.0,Male
MARWAN,1127,13.5,Male
CATALIN,1125,38.5,Male
ISSA,1123,31.9,Male
ABDERRAZAK,1122,39.2,Male
THEO,1122,8.1,Male
RAFAEL FRANCISCO,1121,51.8,Male
FRUCTUOSO,1119,69.0,Male
RICARDO MANUEL,1119,46.5,Male
EINAR,1118,6.1,Male
ILIE,1118,47.7,Male
PEDRO DAVID,1114,36.8,Male
PABLO LUIS,1113,46.2,Male
CALIXTO,1112,65.3,Male
PEDRO ALBERTO,1111,47.1,Male
ADRIEL,1110,11.3,Male
EMILI,1110,57.6,Male
ALVAR,1109,25.5,Male
JAWAD,1109,29.6,Male
URTZI,1109,26.7,Male
JHONATAN,1108,28.6,Male
ALFREDO JOSE,1100,48.1,Male
VICENTE ANTONIO,1098,55.5,Male
WASSIM,1097,9.8,Male
ANTONIO FERNANDO,1095,52.7,Male
FRANCISCO ALEJANDRO,1094,38.1,Male
JORGE JOSE,1094,45.2,Male
ISIDRE,1091,60.9,Male
ALEKSANDR,1090,35.2,Male
SALAH EDDINE,1089,24.0,Male
ALIOU,1086,36.6,Male
JOHN JAIRO,1084,42.8,Male
FRANCISCO JOAQUIN,1083,48.5,Male
MATHIAS,1082,12.1,Male
MACARIO,1081,68.5,Male
ZAID,1081,17.6,Male
ARTEM,1079,23.6,Male
CARLOS ARTURO,1078,46.3,Male
JOAQUIN ANTONIO,1078,52.5,Male
REGINO,1077,64.8,Male
SIMONE,1077,34.5,Male
LADISLAO,1076,63.4,Male
SALUSTIANO,1076,67.6,Male
IVAN JOSE,1075,36.7,Male
JORGE DAVID,1075,35.2,Male
CIRIACO,1073,70.4,Male
EMILIO MANUEL,1072,48.1,Male
YOUSEF,1071,17.0,Male
ALVARO JESUS,1070,33.1,Male
NICOLA,1068,36.7,Male
CARLOS GUSTAVO,1064,45.1,Male
RICARDO ANTONIO,1064,45.5,Male
VICTOR DANIEL,1061,35.3,Male
GIORGI,1060,29.7,Male
HASSANE,1060,44.6,Male
JUAN LORENZO,1060,55.3,Male
EL MEHDI,1059,29.4,Male
JAIME JOSE,1057,46.8,Male
ALFONS,1056,54.4,Male
ALFRED,1056,49.5,Male
FRANCISCO CARLOS,1055,50.9,Male
CARLOS ALEJANDRO,1054,34.0,Male
FELIX MANUEL,1053,50.5,Male
ANDREAS,1052,39.6,Male
AYMANE,1052,15.0,Male
STEPHEN,1052,54.3,Male
ALFONSO MANUEL,1047,46.5,Male
MANUEL ANDRES,1046,48.5,Male
JUAN EDUARDO,1045,45.3,Male
MYKHAYLO,1045,47.9,Male
RAMON MARIA,1041,58.9,Male
MIHAIL,1038,42.2,Male
ALEXANDRO,1035,22.6,Male
JOSEBA ANDONI,1028,51.8,Male
ENRIQUE JESUS,1027,46.5,Male
VICENTE JESUS,1027,50.3,Male
LUIGI,1026,47.2,Male
YAEL,1026,8.0,Male
CESC,1024,8.6,Male
JOSE OSCAR,1024,49.5,Male
GIANLUCA,1023,30.1,Male
MAEL,1023,5.9,Male
OLEH,1022,40.9,Male
CARLOS ALFONSO,1020,48.7,Male
CRISTINO,1019,63.4,Male
LUIS GABRIEL,1019,39.1,Male
ERLANTZ,1018,24.0,Male
BABACAR,1017,35.1,Male
CASTO,1017,62.7,Male
DIEGO ARMANDO,1017,30.9,Male
RUPERTO,1017,65.7,Male
LOGAN,1015,5.5,Male
EDUARDO JAVIER,1014,43.9,Male
EL MUSTAPHA,1013,44.3,Male
JORGE ALEJANDRO,1013,35.5,Male
LUIS GUILLERMO,1013,45.1,Male
NAZARIO,1012,65.0,Male
RAFAEL CARLOS,1011,48.4,Male
PORFIRIO,1006,68.2,Male
ASENSIO,1005,58.4,Male
JORGE DANIEL,1005,38.3,Male
AIUR,1004,5.4,Male
DAMIA,1003,30.7,Male
VICENTE LUIS,1003,57.6,Male
CUSTODIO,999,64.2,Male
GERVASIO,998,66.2,Male
OUALID,998,22.1,Male
MILLAN,995,40.9,Male
AIMAN,992,15.2,Male
ANGEL ALBERTO,992,46.6,Male
JOSE ARTURO,992,53.9,Male
PEP,989,14.3,Male
EROS,986,14.8,Male
MIKHAIL,985,37.0,Male
JOSE CARMELO,983,56.3,Male
CARLOS ALFREDO,981,40.6,Male
VALERIO,981,47.2,Male
LUCCA,979,6.1,Male
ANGEL DANIEL,978,31.0,Male
YONATAN,978,33.5,Male
ATANASIO,977,66.6,Male
CASTOR,976,66.0,Male
MOUHAMED,975,16.2,Male
EÑAUT,974,17.8,Male
TORCUATO,973,62.1,Male
ANDRII,972,33.0,Male
JUAN CRISTOBAL,971,47.5,Male
DOMINGO ANTONIO,970,57.8,Male
JORGE FRANCISCO,970,43.5,Male
FERNANDO MARIA,969,55.1,Male
PERU,968,13.5,Male
CRISTOPHER,967,23.2,Male
FRANCISCO ENRIQUE,962,51.0,Male
NEL,962,9.7,Male
TAOUFIK,961,35.1,Male
ANDERSON,959,28.3,Male
EULALIO,959,67.1,Male
FAISAL,959,33.2,Male
EL BACHIR,958,45.7,Male
ZAKARIAE,956,23.1,Male
ALEJANDRO ANTONIO,955,35.8,Male
VINCENZO,955,45.9,Male
JOSE ARMANDO,953,43.8,Male
TAHA,952,13.6,Male
ALVARO MANUEL,951,33.2,Male
FELIX JOSE,951,53.0,Male
LEONEL,949,26.0,Male
MAGI,949,33.5,Male
ARAY,948,5.6,Male
RENATO,948,46.0,Male
RAFAEL LUIS,947,52.8,Male
ANTONIO ALBERTO,945,47.8,Male
EDUARDO JESUS,945,43.5,Male
JOSE AURELIO,944,57.6,Male
NIKITA,943,18.7,Male
EVAN,942,7.1,Male
JOAN MANUEL,941,40.6,Male
FORTUNATO,940,71.2,Male
TIRSO,938,41.7,Male
ALEXEY,936,39.0,Male
MAGIN,936,64.9,Male
MAHMOUD,936,38.9,Male
OSCAR ANTONIO,936,43.7,Male
CORNEL,935,48.7,Male
OSKAR,935,36.3,Male
FERNANDO MIGUEL,934,46.5,Male
INOCENTE,934,68.4,Male
FELIX ANGEL,932,56.1,Male
LUCIAN,931,42.0,Male
MBAREK,931,46.8,Male
AISSA,930,37.8,Male
ANDY,930,19.1,Male
JESUS ALEJANDRO,930,35.7,Male
BREIXO,929,13.4,Male
CESAR MANUEL,925,48.2,Male
JORGE CARLOS,925,47.2,Male
VICENTE MIGUEL,924,54.4,Male
EDMUNDO,923,61.6,Male
BELARMINO,922,68.4,Male
CESAR ANTONIO,922,44.9,Male
DANILO,922,37.1,Male
AINGERU,921,24.6,Male
FELICISIMO,921,71.5,Male
LIONEL,918,21.0,Male
EBRIMA,917,33.9,Male
RAMON JESUS,917,48.3,Male
JESUS ANDRES,916,45.9,Male
RICARDO JAVIER,916,45.4,Male
RICCARDO,916,36.6,Male
NATANAEL,913,23.2,Male
SANTIAGO MANUEL,912,46.4,Male
BACHIR,911,45.9,Male
DANIEL ALBERTO,911,39.4,Male
ANTONIO DANIEL,910,36.7,Male
MARCOS JOSE,910,38.3,Male
CRUZ,907,60.5,Male
PEDRO ANDRES,907,47.3,Male
EKHI,905,10.1,Male
AYTHAMI,904,24.1,Male
ENMANUEL,904,27.0,Male
FRANCISCO FERNANDO,904,53.4,Male
MICHAEL JOHN,904,64.6,Male
SIMEON,904,59.1,Male
RADOUANE,902,36.8,Male
MAHER,901,9.6,Male
TELESFORO,900,69.2,Male
ADEL,898,32.3,Male
MILAN,897,16.2,Male
ENRIQUE ANTONIO,895,51.5,Male
MOSTAPHA,895,44.5,Male
IVAN JESUS,894,34.6,Male
JOAQUIN MARIA,894,56.6,Male
HECTOR JOSE,893,39.4,Male
JUAN GUILLERMO,892,44.6,Male
NAEL,892,5.6,Male
RAFAEL MARIA,890,50.5,Male
JUAN SANTIAGO,886,54.4,Male
KHALED,885,37.3,Male
YASIR,885,21.0,Male
DAOUDA,882,35.5,Male
YUSEF,882,21.1,Male
JOSE NICOLAS,879,47.2,Male
PABLO DANIEL,879,36.0,Male
MAKSYM,878,24.8,Male
JEREMIAS,877,43.3,Male
JOSEP RAMON,876,52.9,Male
DAVID JOHN,874,63.6,Male
FABRIZIO,872,35.8,Male
OSAMA,872,16.6,Male
SERHIY,872,45.7,Male
ELEAZAR,871,30.9,Male
JEAN PAUL,870,32.1,Male
CRISTIAN CAMILO,869,27.2,Male
YAROSLAV,869,39.9,Male
FLAVIO,868,33.0,Male
GUIM,868,10.2,Male
MAROUAN,868,17.7,Male
MHAMMED,868,48.8,Male
AITZOL,865,26.2,Male
MBAYE,864,41.1,Male
EIDAN,863,7.1,Male
MANUEL ALFONSO,862,51.4,Male
MIGUEL LUIS,862,55.4,Male
JAVIER FRANCISCO,861,48.5,Male
RUYMAN,860,35.7,Male
SILVINO,860,68.5,Male
JAIME ANTONIO,859,50.3,Male
VICTOR ALFONSO,859,33.7,Male
PABLO MIGUEL,858,37.9,Male
TORIBIO,856,69.0,Male
ALBERTO CARLOS,855,44.7,Male
JOSE ERNESTO,855,49.3,Male
JUAN BOSCO,854,41.0,Male
STANISLAV,853,36.0,Male
DIMITAR,852,42.0,Male
ROBERTO ANTONIO,852,45.8,Male
ZIYAD,852,6.5,Male
EDWARD,851,39.8,Male
SERGIO DAVID,851,33.5,Male
FELIX ANTONIO,849,52.4,Male
KENNETH,848,42.4,Male
LAMIN,848,32.9,Male
ABDON,847,58.2,Male
JOAN RAMON,846,51.7,Male
DIEGO MIGUEL,845,41.8,Male
MOR,845,40.5,Male
OSCAR JESUS,844,42.7,Male
MIRCEA,843,50.0,Male
ZOUHAIR,841,31.4,Male
DANUT,838,46.6,Male
SILVIO,835,45.5,Male
ALDO,834,37.6,Male
DANIEL EDUARDO,833,34.5,Male
DEMBA,833,38.0,Male
OTHMAN,833,23.3,Male
MIGUEL MANUEL,832,49.2,Male
IGNACIO MANUEL,831,44.7,Male
RAMON MANUEL,830,54.7,Male
GALDER,828,22.6,Male
ISLAM,827,11.0,Male
LEOCADIO,827,65.6,Male
RAMSES,827,27.9,Male
FRANCISCO JULIAN,826,49.2,Male
HAROUN,826,6.0,Male
ABDELMALEK,825,43.8,Male
ANCOR,825,18.1,Male
JORGE IVAN,825,41.8,Male
ADEI,824,7.5,Male
FRANCISCO MARIA,824,55.4,Male
IRAITZ,824,19.2,Male
ABDERRAZZAK,823,39.9,Male
GABRIEL ANGEL,822,49.0,Male
ANDRES EDUARDO,820,30.1,Male
ATILANO,820,69.0,Male
CURRO,820,9.0,Male
LIHER,820,13.0,Male
MOHAMMED AMINE,820,18.1,Male
ANGEL FERNANDO,819,50.7,Male
GERONIMO,819,46.4,Male
JESUS RAFAEL,819,47.9,Male
GUIDO,818,39.9,Male
ODEI,818,15.2,Male
JAGOBA,817,32.7,Male
CARLOS RAFAEL,816,44.8,Male
BRANDON,815,18.1,Male
ISHAK,815,8.7,Male
JOAN MARC,815,30.2,Male
ALFONSO JESUS,814,44.1,Male
PEDRO JOAQUIN,814,50.8,Male
JOAO,813,42.2,Male
ADRIAN JOSE,812,27.2,Male
ABDALLAH,809,43.7,Male
LUIS SANTIAGO,809,48.2,Male
YURI,809,28.6,Male
ANTONIO GABRIEL,808,40.4,Male
JULIA,808,34.2,Male
OSCAR EDUARDO,807,36.5,Male
CARLOS IGNACIO,806,45.9,Male
ALBERTO ANTONIO,805,45.6,Male
NAJIM,805,38.0,Male
CARLOS VICENTE,804,49.8,Male
ABDELOUAHID,803,44.2,Male
DAYRON,803,13.4,Male
MARIANO JOSE,801,50.6,Male
NEFTALI,801,42.4,Male
ABDELOUAHED,799,43.6,Male
ANGEL CARLOS,799,53.8,Male
CASIANO,799,65.7,Male
DANIEL ENRIQUE,797,35.2,Male
JAD,796,6.3,Male
ZIAD,796,10.0,Male
AMARO,795,40.4,Male
JOSE FERMIN,795,56.7,Male
JENARO,793,66.8,Male
VITALIY,793,40.8,Male
DIEGO FRANCISCO,792,41.8,Male
PEDRO DANIEL,792,36.9,Male
JUAN JULIAN,791,58.2,Male
IGNACIO JESUS,790,45.2,Male
JOSE ALVARO,790,43.5,Male
ARMAND,787,33.9,Male
EUGEN,787,48.8,Male
FRANCIS,787,39.1,Male
VICENTE JUAN,787,55.9,Male
LIVIU,786,46.4,Male
WILFREDO,786,47.0,Male
RAMON LUIS,785,57.2,Male
SERGIO ANDRES,785,31.5,Male
GABRIEL ANTONIO,784,38.2,Male
DORIAN,783,15.2,Male
JOAN MIQUEL,783,40.3,Male
ANGEL ANDRES,782,45.4,Male
ANTONIO ALEJANDRO,782,38.3,Male
EL HABIB,782,43.0,Male
OTHMANE,782,24.6,Male
VICENTE FRANCISCO,782,56.0,Male
JOSEBA IÑAKI,781,55.8,Male
SANTIAGO JESUS,780,40.9,Male
GABRIELE,778,31.7,Male
OLIVIER,777,33.5,Male
QUINTIN,777,63.4,Male
CARLOS RAMON,775,49.4,Male
CARLOS ROBERTO,775,45.2,Male
DIEGO JAVIER,775,37.5,Male
EL MILOUD,775,48.4,Male
OSCAR ALBERTO,774,46.8,Male
OT,774,13.5,Male
ANTONIO ANDRES,773,49.6,Male
ANGEL VICENTE,772,53.9,Male
MARTIN JOSE,771,51.5,Male
LUIS EMILIO,770,50.3,Male
LUIS ERNESTO,770,46.3,Male
ADUR,769,11.8,Male
IORITZ,769,21.1,Male
JAVIER ANGEL,769,51.1,Male
ALEJANDRO DAVID,768,25.3,Male
JOAN FRANCESC,768,45.0,Male
JOSE AUGUSTO,768,49.9,Male
SALVADOR JOSE,767,48.7,Male
MANUEL REYES,766,54.1,Male
ANDRES DAVID,765,27.5,Male
FREDDY,765,46.5,Male
EL HASSANE,763,50.2,Male
MANUEL JOAQUIN,762,53.4,Male
PIETRO,762,39.9,Male
ALESSIO,761,29.4,Male
CARLOS AUGUSTO,761,44.5,Male
JALAL,761,34.2,Male
PEDRO ALEJANDRO,761,39.9,Male
YANIS,759,5.5,Male
JORGE JESUS,758,40.2,Male
JOSE CRISTOBAL,758,49.6,Male
SANTI,758,24.6,Male
LUIS GONZALO,757,50.6,Male
ZIGOR,757,40.8,Male
LOPE,756,43.3,Male
